"date","sourdough_hits","state"
2020-03-22,50,"Michigan"
2020-03-23,32,"Michigan"
2020-03-24,34,"Michigan"
2020-03-25,41,"Michigan"
2020-03-26,56,"Michigan"
2020-03-27,42,"Michigan"
2020-03-28,48,"Michigan"
2020-03-29,46,"Michigan"
2020-03-30,63,"Michigan"
2020-03-31,47,"Michigan"
2020-04-01,48,"Michigan"
2020-04-02,61,"Michigan"
2020-04-03,52,"Michigan"
2020-04-04,77,"Michigan"
2020-04-05,68,"Michigan"
2020-04-06,62,"Michigan"
2020-04-07,51,"Michigan"
2020-04-08,62,"Michigan"
2020-04-09,61,"Michigan"
2020-04-10,76,"Michigan"
2020-04-11,62,"Michigan"
2020-04-12,63,"Michigan"
2020-04-13,57,"Michigan"
2020-04-14,51,"Michigan"
2020-04-15,51,"Michigan"
2020-04-16,47,"Michigan"
2020-04-17,67,"Michigan"
2020-04-18,56,"Michigan"
2020-04-19,75,"Michigan"
2020-04-20,63,"Michigan"
2020-04-21,75,"Michigan"
2020-04-22,58,"Michigan"
2020-04-23,57,"Michigan"
2020-04-24,63,"Michigan"
2020-04-25,100,"Michigan"
2020-04-26,88,"Michigan"
2020-04-27,63,"Michigan"
2020-04-28,41,"Michigan"
2020-04-29,46,"Michigan"
2020-04-30,53,"Michigan"
2020-05-01,35,"Michigan"
2020-05-02,53,"Michigan"
2020-05-03,70,"Michigan"
2020-05-04,44,"Michigan"
2020-05-05,49,"Michigan"
2020-05-06,65,"Michigan"
2020-05-07,52,"Michigan"
2020-05-08,34,"Michigan"
2020-05-09,52,"Michigan"
2020-05-10,77,"Michigan"
2020-05-11,48,"Michigan"
2020-05-12,55,"Michigan"
2020-05-13,37,"Michigan"
2020-05-14,42,"Michigan"
2020-05-15,54,"Michigan"
2020-05-16,48,"Michigan"
2020-02-18,5,"Massachusetts"
2020-02-19,12,"Massachusetts"
2020-02-20,5,"Massachusetts"
2020-02-21,12,"Massachusetts"
2020-02-22,11,"Massachusetts"
2020-02-23,11,"Massachusetts"
2020-02-24,9,"Massachusetts"
2020-02-25,0,"Massachusetts"
2020-02-26,14,"Massachusetts"
2020-02-27,13,"Massachusetts"
2020-02-28,9,"Massachusetts"
2020-02-29,14,"Massachusetts"
2020-03-01,13,"Massachusetts"
2020-03-02,9,"Massachusetts"
2020-03-03,0,"Massachusetts"
2020-03-04,4,"Massachusetts"
2020-03-05,4,"Massachusetts"
2020-03-06,7,"Massachusetts"
2020-03-07,24,"Massachusetts"
2020-03-08,10,"Massachusetts"
2020-03-09,4,"Massachusetts"
2020-03-10,7,"Massachusetts"
2020-03-11,6,"Massachusetts"
2020-03-12,13,"Massachusetts"
2020-03-13,9,"Massachusetts"
2020-03-14,14,"Massachusetts"
2020-03-15,13,"Massachusetts"
2020-03-16,14,"Massachusetts"
2020-03-17,10,"Massachusetts"
2020-03-18,29,"Massachusetts"
2020-03-19,24,"Massachusetts"
2020-03-20,36,"Massachusetts"
2020-03-21,42,"Massachusetts"
2020-03-22,32,"Massachusetts"
2020-03-23,27,"Massachusetts"
2020-03-24,23,"Massachusetts"
2020-03-25,27,"Massachusetts"
2020-03-26,17,"Massachusetts"
2020-03-27,34,"Massachusetts"
2020-03-28,60,"Massachusetts"
2020-03-29,50,"Massachusetts"
2020-03-30,41,"Massachusetts"
2020-03-31,49,"Massachusetts"
2020-04-01,27,"Massachusetts"
2020-04-02,36,"Massachusetts"
2020-04-03,61,"Massachusetts"
2020-04-04,82,"Massachusetts"
2020-04-05,62,"Massachusetts"
2020-04-06,54,"Massachusetts"
2020-04-07,55,"Massachusetts"
2020-04-08,56,"Massachusetts"
2020-04-09,59,"Massachusetts"
2020-04-10,40,"Massachusetts"
2020-04-11,70,"Massachusetts"
2020-04-12,66,"Massachusetts"
2020-04-13,50,"Massachusetts"
2020-04-14,54,"Massachusetts"
2020-04-15,53,"Massachusetts"
2020-04-16,42,"Massachusetts"
2020-04-17,58,"Massachusetts"
2020-04-18,100,"Massachusetts"
2020-04-19,89,"Massachusetts"
2020-04-20,67,"Massachusetts"
2020-04-21,52,"Massachusetts"
2020-04-22,53,"Massachusetts"
2020-04-23,69,"Massachusetts"
2020-04-24,71,"Massachusetts"
2020-04-25,85,"Massachusetts"
2020-04-26,88,"Massachusetts"
2020-04-27,50,"Massachusetts"
2020-04-28,48,"Massachusetts"
2020-04-29,61,"Massachusetts"
2020-04-30,79,"Massachusetts"
2020-05-01,51,"Massachusetts"
2020-05-02,93,"Massachusetts"
2020-05-03,71,"Massachusetts"
2020-05-04,54,"Massachusetts"
2020-05-05,52,"Massachusetts"
2020-05-06,51,"Massachusetts"
2020-05-07,51,"Massachusetts"
2020-05-08,63,"Massachusetts"
2020-05-09,100,"Massachusetts"
2020-05-10,64,"Massachusetts"
2020-05-11,61,"Massachusetts"
2020-05-12,56,"Massachusetts"
2020-05-13,45,"Massachusetts"
2020-05-14,42,"Massachusetts"
2020-05-15,35,"Massachusetts"
2020-05-16,64,"Massachusetts"
2020-02-18,0,"Maryland"
2020-02-19,8,"Maryland"
2020-02-20,9,"Maryland"
2020-02-21,26,"Maryland"
2020-02-22,15,"Maryland"
2020-02-23,10,"Maryland"
2020-02-24,17,"Maryland"
2020-02-25,11,"Maryland"
2020-02-26,11,"Maryland"
2020-02-27,24,"Maryland"
2020-02-28,17,"Maryland"
2020-02-29,9,"Maryland"
2020-03-01,19,"Maryland"
2020-03-02,8,"Maryland"
2020-03-03,8,"Maryland"
2020-03-04,11,"Maryland"
2020-03-05,9,"Maryland"
2020-03-06,9,"Maryland"
2020-03-07,10,"Maryland"
2020-03-08,20,"Maryland"
2020-03-09,8,"Maryland"
2020-03-10,16,"Maryland"
2020-03-11,16,"Maryland"
2020-03-12,12,"Maryland"
2020-03-13,9,"Maryland"
2020-03-14,30,"Maryland"
2020-03-15,19,"Maryland"
2020-03-16,22,"Maryland"
2020-03-17,14,"Maryland"
2020-03-18,30,"Maryland"
2020-03-19,14,"Maryland"
2020-03-20,30,"Maryland"
2020-03-21,37,"Maryland"
2020-03-22,55,"Maryland"
2020-03-23,17,"Maryland"
2020-03-24,44,"Maryland"
2020-03-25,39,"Maryland"
2020-03-26,36,"Maryland"
2020-03-27,21,"Maryland"
2020-03-28,78,"Maryland"
2020-03-29,72,"Maryland"
2020-03-30,26,"Maryland"
2020-03-31,49,"Maryland"
2020-04-01,47,"Maryland"
2020-04-02,60,"Maryland"
2020-04-03,47,"Maryland"
2020-04-04,72,"Maryland"
2020-04-05,97,"Maryland"
2020-04-06,26,"Maryland"
2020-04-07,85,"Maryland"
2020-04-08,60,"Maryland"
2020-04-09,66,"Maryland"
2020-04-10,62,"Maryland"
2020-04-11,81,"Maryland"
2020-04-12,75,"Maryland"
2020-04-13,50,"Maryland"
2020-04-14,43,"Maryland"
2020-04-15,64,"Maryland"
2020-04-16,47,"Maryland"
2020-04-17,35,"Maryland"
2020-04-18,93,"Maryland"
2020-04-19,96,"Maryland"
2020-04-20,70,"Maryland"
2020-04-21,54,"Maryland"
2020-04-22,64,"Maryland"
2020-04-23,69,"Maryland"
2020-04-24,71,"Maryland"
2020-04-25,94,"Maryland"
2020-04-26,80,"Maryland"
2020-04-27,60,"Maryland"
2020-04-28,40,"Maryland"
2020-04-29,33,"Maryland"
2020-04-30,80,"Maryland"
2020-05-01,46,"Maryland"
2020-05-02,80,"Maryland"
2020-05-03,76,"Maryland"
2020-05-04,47,"Maryland"
2020-05-05,40,"Maryland"
2020-05-06,57,"Maryland"
2020-05-07,36,"Maryland"
2020-05-08,66,"Maryland"
2020-05-09,91,"Maryland"
2020-05-10,72,"Maryland"
2020-05-11,39,"Maryland"
2020-05-12,54,"Maryland"
2020-05-13,18,"Maryland"
2020-05-14,43,"Maryland"
2020-05-15,45,"Maryland"
2020-05-16,100,"Maryland"
2020-02-18,0,"Maine"
2020-02-19,22,"Maine"
2020-02-20,0,"Maine"
2020-02-21,0,"Maine"
2020-02-22,23,"Maine"
2020-02-23,0,"Maine"
2020-02-24,0,"Maine"
2020-02-25,0,"Maine"
2020-02-26,19,"Maine"
2020-02-27,19,"Maine"
2020-02-28,0,"Maine"
2020-02-29,23,"Maine"
2020-03-01,0,"Maine"
2020-03-02,0,"Maine"
2020-03-03,0,"Maine"
2020-03-04,0,"Maine"
2020-03-05,20,"Maine"
2020-03-06,0,"Maine"
2020-03-07,23,"Maine"
2020-03-08,22,"Maine"
2020-03-09,19,"Maine"
2020-03-10,0,"Maine"
2020-03-11,0,"Maine"
2020-03-12,18,"Maine"
2020-03-13,19,"Maine"
2020-03-14,0,"Maine"
2020-03-15,21,"Maine"
2020-03-16,0,"Maine"
2020-03-17,18,"Maine"
2020-03-18,19,"Maine"
2020-03-19,18,"Maine"
2020-03-20,27,"Maine"
2020-03-21,34,"Maine"
2020-03-22,34,"Maine"
2020-03-23,24,"Maine"
2020-03-24,58,"Maine"
2020-03-25,27,"Maine"
2020-03-26,18,"Maine"
2020-03-27,25,"Maine"
2020-03-28,93,"Maine"
2020-03-29,37,"Maine"
2020-03-30,33,"Maine"
2020-03-31,61,"Maine"
2020-04-01,28,"Maine"
2020-04-02,40,"Maine"
2020-04-03,27,"Maine"
2020-04-04,86,"Maine"
2020-04-05,65,"Maine"
2020-04-06,34,"Maine"
2020-04-07,28,"Maine"
2020-04-08,45,"Maine"
2020-04-09,44,"Maine"
2020-04-10,43,"Maine"
2020-04-11,58,"Maine"
2020-04-12,59,"Maine"
2020-04-13,41,"Maine"
2020-04-14,34,"Maine"
2020-04-15,21,"Maine"
2020-04-16,27,"Maine"
2020-04-17,43,"Maine"
2020-04-18,68,"Maine"
2020-04-19,71,"Maine"
2020-04-20,52,"Maine"
2020-04-21,34,"Maine"
2020-04-22,28,"Maine"
2020-04-23,100,"Maine"
2020-04-24,35,"Maine"
2020-04-25,62,"Maine"
2020-04-26,95,"Maine"
2020-04-27,69,"Maine"
2020-04-28,49,"Maine"
2020-04-29,35,"Maine"
2020-04-30,37,"Maine"
2020-05-01,22,"Maine"
2020-05-02,66,"Maine"
2020-05-03,70,"Maine"
2020-05-04,27,"Maine"
2020-05-05,31,"Maine"
2020-05-06,34,"Maine"
2020-05-07,46,"Maine"
2020-05-08,46,"Maine"
2020-05-09,48,"Maine"
2020-05-10,70,"Maine"
2020-05-11,26,"Maine"
2020-05-12,46,"Maine"
2020-05-13,44,"Maine"
2020-05-14,89,"Maine"
2020-05-15,35,"Maine"
2020-05-16,31,"Maine"
2020-02-18,26,"Louisiana"
2020-02-19,0,"Louisiana"
2020-02-20,26,"Louisiana"
2020-02-21,28,"Louisiana"
2020-02-22,33,"Louisiana"
2020-02-23,0,"Louisiana"
2020-02-24,29,"Louisiana"
2020-02-25,30,"Louisiana"
2020-02-26,27,"Louisiana"
2020-02-27,27,"Louisiana"
2020-02-28,28,"Louisiana"
2020-02-29,31,"Louisiana"
2020-03-01,31,"Louisiana"
2020-03-02,26,"Louisiana"
2020-03-03,26,"Louisiana"
2020-03-04,25,"Louisiana"
2020-03-05,26,"Louisiana"
2020-03-06,27,"Louisiana"
2020-03-07,48,"Louisiana"
2020-03-08,32,"Louisiana"
2020-03-09,38,"Louisiana"
2020-03-10,0,"Louisiana"
2020-03-11,26,"Louisiana"
2020-03-12,39,"Louisiana"
2020-03-13,27,"Louisiana"
2020-03-14,64,"Louisiana"
2020-03-15,31,"Louisiana"
2020-03-16,27,"Louisiana"
2020-03-17,26,"Louisiana"
2020-03-18,70,"Louisiana"
2020-03-19,62,"Louisiana"
2020-03-20,39,"Louisiana"
2020-03-21,50,"Louisiana"
2020-03-22,58,"Louisiana"
2020-03-23,25,"Louisiana"
2020-03-24,27,"Louisiana"
2020-03-25,54,"Louisiana"
2020-03-26,63,"Louisiana"
2020-03-27,52,"Louisiana"
2020-03-28,100,"Louisiana"
2020-03-29,100,"Louisiana"
2020-03-30,60,"Louisiana"
2020-03-31,67,"Louisiana"
2020-04-01,78,"Louisiana"
2020-04-02,38,"Louisiana"
2020-04-03,26,"Louisiana"
2020-04-04,78,"Louisiana"
2020-04-05,68,"Louisiana"
2020-04-06,76,"Louisiana"
2020-04-07,51,"Louisiana"
2020-04-08,34,"Louisiana"
2020-04-09,44,"Louisiana"
2020-04-10,75,"Louisiana"
2020-04-11,60,"Louisiana"
2020-04-12,58,"Louisiana"
2020-04-13,95,"Louisiana"
2020-04-14,93,"Louisiana"
2020-04-15,49,"Louisiana"
2020-04-16,58,"Louisiana"
2020-04-17,76,"Louisiana"
2020-04-18,83,"Louisiana"
2020-04-19,54,"Louisiana"
2020-04-20,61,"Louisiana"
2020-04-21,66,"Louisiana"
2020-04-22,58,"Louisiana"
2020-04-23,40,"Louisiana"
2020-04-24,57,"Louisiana"
2020-04-25,84,"Louisiana"
2020-04-26,57,"Louisiana"
2020-04-27,75,"Louisiana"
2020-04-28,58,"Louisiana"
2020-04-29,73,"Louisiana"
2020-04-30,63,"Louisiana"
2020-05-01,61,"Louisiana"
2020-05-02,38,"Louisiana"
2020-05-03,89,"Louisiana"
2020-05-04,50,"Louisiana"
2020-05-05,46,"Louisiana"
2020-05-06,75,"Louisiana"
2020-05-07,89,"Louisiana"
2020-05-08,25,"Louisiana"
2020-05-09,76,"Louisiana"
2020-05-10,78,"Louisiana"
2020-05-11,51,"Louisiana"
2020-05-12,51,"Louisiana"
2020-05-13,42,"Louisiana"
2020-05-14,40,"Louisiana"
2020-05-15,50,"Louisiana"
2020-05-16,75,"Louisiana"
2020-02-18,0,"Kentucky"
2020-02-19,18,"Kentucky"
2020-02-20,0,"Kentucky"
2020-02-21,0,"Kentucky"
2020-02-22,21,"Kentucky"
2020-02-23,0,"Kentucky"
2020-02-24,0,"Kentucky"
2020-02-25,0,"Kentucky"
2020-02-26,26,"Kentucky"
2020-02-27,14,"Kentucky"
2020-02-28,14,"Kentucky"
2020-02-29,15,"Kentucky"
2020-03-01,16,"Kentucky"
2020-03-02,0,"Kentucky"
2020-03-03,21,"Kentucky"
2020-03-04,35,"Kentucky"
2020-03-05,18,"Kentucky"
2020-03-06,18,"Kentucky"
2020-03-07,0,"Kentucky"
2020-03-08,43,"Kentucky"
2020-03-09,35,"Kentucky"
2020-03-10,0,"Kentucky"
2020-03-11,18,"Kentucky"
2020-03-12,17,"Kentucky"
2020-03-13,18,"Kentucky"
2020-03-14,0,"Kentucky"
2020-03-15,40,"Kentucky"
2020-03-16,17,"Kentucky"
2020-03-17,26,"Kentucky"
2020-03-18,44,"Kentucky"
2020-03-19,52,"Kentucky"
2020-03-20,34,"Kentucky"
2020-03-21,32,"Kentucky"
2020-03-22,57,"Kentucky"
2020-03-23,37,"Kentucky"
2020-03-24,34,"Kentucky"
2020-03-25,29,"Kentucky"
2020-03-26,18,"Kentucky"
2020-03-27,33,"Kentucky"
2020-03-28,39,"Kentucky"
2020-03-29,57,"Kentucky"
2020-03-30,23,"Kentucky"
2020-03-31,34,"Kentucky"
2020-04-01,51,"Kentucky"
2020-04-02,35,"Kentucky"
2020-04-03,24,"Kentucky"
2020-04-04,100,"Kentucky"
2020-04-05,65,"Kentucky"
2020-04-06,68,"Kentucky"
2020-04-07,40,"Kentucky"
2020-04-08,22,"Kentucky"
2020-04-09,56,"Kentucky"
2020-04-10,40,"Kentucky"
2020-04-11,39,"Kentucky"
2020-04-12,50,"Kentucky"
2020-04-13,32,"Kentucky"
2020-04-14,94,"Kentucky"
2020-04-15,30,"Kentucky"
2020-04-16,36,"Kentucky"
2020-04-17,71,"Kentucky"
2020-04-18,24,"Kentucky"
2020-04-19,54,"Kentucky"
2020-04-20,63,"Kentucky"
2020-04-21,33,"Kentucky"
2020-04-22,33,"Kentucky"
2020-04-23,52,"Kentucky"
2020-04-24,24,"Kentucky"
2020-04-25,96,"Kentucky"
2020-04-26,43,"Kentucky"
2020-04-27,16,"Kentucky"
2020-04-28,25,"Kentucky"
2020-04-29,37,"Kentucky"
2020-04-30,51,"Kentucky"
2020-05-01,34,"Kentucky"
2020-05-02,59,"Kentucky"
2020-05-03,50,"Kentucky"
2020-05-04,16,"Kentucky"
2020-05-05,67,"Kentucky"
2020-05-06,43,"Kentucky"
2020-05-07,34,"Kentucky"
2020-05-08,55,"Kentucky"
2020-05-09,63,"Kentucky"
2020-05-10,48,"Kentucky"
2020-05-11,56,"Kentucky"
2020-05-12,46,"Kentucky"
2020-05-13,28,"Kentucky"
2020-05-14,23,"Kentucky"
2020-05-15,57,"Kentucky"
2020-05-16,39,"Kentucky"
2020-02-18,22,"Kansas"
2020-02-19,0,"Kansas"
2020-02-20,22,"Kansas"
2020-02-21,0,"Kansas"
2020-02-22,0,"Kansas"
2020-02-23,27,"Kansas"
2020-02-24,0,"Kansas"
2020-02-25,0,"Kansas"
2020-02-26,21,"Kansas"
2020-02-27,0,"Kansas"
2020-02-28,23,"Kansas"
2020-02-29,27,"Kansas"
2020-03-01,27,"Kansas"
2020-03-02,0,"Kansas"
2020-03-03,0,"Kansas"
2020-03-04,22,"Kansas"
2020-03-05,22,"Kansas"
2020-03-06,0,"Kansas"
2020-03-07,28,"Kansas"
2020-03-08,0,"Kansas"
2020-03-09,0,"Kansas"
2020-03-10,0,"Kansas"
2020-03-11,0,"Kansas"
2020-03-12,22,"Kansas"
2020-03-13,23,"Kansas"
2020-03-14,27,"Kansas"
2020-03-15,26,"Kansas"
2020-03-16,0,"Kansas"
2020-03-17,34,"Kansas"
2020-03-18,46,"Kansas"
2020-03-19,23,"Kansas"
2020-03-20,0,"Kansas"
2020-03-21,25,"Kansas"
2020-03-22,24,"Kansas"
2020-03-23,51,"Kansas"
2020-03-24,0,"Kansas"
2020-03-25,23,"Kansas"
2020-03-26,34,"Kansas"
2020-03-27,0,"Kansas"
2020-03-28,24,"Kansas"
2020-03-29,37,"Kansas"
2020-03-30,21,"Kansas"
2020-03-31,21,"Kansas"
2020-04-01,62,"Kansas"
2020-04-02,20,"Kansas"
2020-04-03,40,"Kansas"
2020-04-04,59,"Kansas"
2020-04-05,60,"Kansas"
2020-04-06,30,"Kansas"
2020-04-07,42,"Kansas"
2020-04-08,21,"Kansas"
2020-04-09,31,"Kansas"
2020-04-10,0,"Kansas"
2020-04-11,73,"Kansas"
2020-04-12,70,"Kansas"
2020-04-13,70,"Kansas"
2020-04-14,68,"Kansas"
2020-04-15,68,"Kansas"
2020-04-16,48,"Kansas"
2020-04-17,49,"Kansas"
2020-04-18,47,"Kansas"
2020-04-19,49,"Kansas"
2020-04-20,20,"Kansas"
2020-04-21,41,"Kansas"
2020-04-22,100,"Kansas"
2020-04-23,30,"Kansas"
2020-04-24,29,"Kansas"
2020-04-25,46,"Kansas"
2020-04-26,49,"Kansas"
2020-04-27,51,"Kansas"
2020-04-28,60,"Kansas"
2020-04-29,60,"Kansas"
2020-04-30,29,"Kansas"
2020-05-01,21,"Kansas"
2020-05-02,73,"Kansas"
2020-05-03,61,"Kansas"
2020-05-04,39,"Kansas"
2020-05-05,38,"Kansas"
2020-05-06,42,"Kansas"
2020-05-07,20,"Kansas"
2020-05-08,42,"Kansas"
2020-05-09,74,"Kansas"
2020-05-10,50,"Kansas"
2020-05-11,20,"Kansas"
2020-05-12,61,"Kansas"
2020-05-13,30,"Kansas"
2020-05-14,41,"Kansas"
2020-05-15,42,"Kansas"
2020-05-16,48,"Kansas"
2020-02-18,22,"Iowa"
2020-02-19,23,"Iowa"
2020-02-20,47,"Iowa"
2020-02-21,0,"Iowa"
2020-02-22,0,"Iowa"
2020-02-23,28,"Iowa"
2020-02-24,23,"Iowa"
2020-02-25,46,"Iowa"
2020-02-26,22,"Iowa"
2020-02-27,46,"Iowa"
2020-02-28,0,"Iowa"
2020-02-29,28,"Iowa"
2020-03-01,37,"Iowa"
2020-03-02,22,"Iowa"
2020-03-03,44,"Iowa"
2020-03-04,22,"Iowa"
2020-03-05,23,"Iowa"
2020-03-06,24,"Iowa"
2020-03-07,56,"Iowa"
2020-03-08,0,"Iowa"
2020-03-09,0,"Iowa"
2020-03-10,0,"Iowa"
2020-03-11,0,"Iowa"
2020-03-12,22,"Iowa"
2020-03-13,35,"Iowa"
2020-03-14,0,"Iowa"
2020-03-15,55,"Iowa"
2020-03-16,32,"Iowa"
2020-03-17,25,"Iowa"
2020-03-18,74,"Iowa"
2020-03-19,97,"Iowa"
2020-03-20,23,"Iowa"
2020-03-21,35,"Iowa"
2020-03-22,38,"Iowa"
2020-03-23,21,"Iowa"
2020-03-24,92,"Iowa"
2020-03-25,33,"Iowa"
2020-03-26,56,"Iowa"
2020-03-27,0,"Iowa"
2020-03-28,40,"Iowa"
2020-03-29,63,"Iowa"
2020-03-30,54,"Iowa"
2020-03-31,46,"Iowa"
2020-04-01,46,"Iowa"
2020-04-02,68,"Iowa"
2020-04-03,37,"Iowa"
2020-04-04,60,"Iowa"
2020-04-05,79,"Iowa"
2020-04-06,67,"Iowa"
2020-04-07,60,"Iowa"
2020-04-08,46,"Iowa"
2020-04-09,34,"Iowa"
2020-04-10,63,"Iowa"
2020-04-11,90,"Iowa"
2020-04-12,75,"Iowa"
2020-04-13,44,"Iowa"
2020-04-14,51,"Iowa"
2020-04-15,32,"Iowa"
2020-04-16,28,"Iowa"
2020-04-17,64,"Iowa"
2020-04-18,100,"Iowa"
2020-04-19,51,"Iowa"
2020-04-20,42,"Iowa"
2020-04-21,43,"Iowa"
2020-04-22,43,"Iowa"
2020-04-23,57,"Iowa"
2020-04-24,71,"Iowa"
2020-04-25,39,"Iowa"
2020-04-26,87,"Iowa"
2020-04-27,63,"Iowa"
2020-04-28,21,"Iowa"
2020-04-29,48,"Iowa"
2020-04-30,63,"Iowa"
2020-05-01,68,"Iowa"
2020-05-02,74,"Iowa"
2020-05-03,69,"Iowa"
2020-05-04,56,"Iowa"
2020-05-05,63,"Iowa"
2020-05-06,28,"Iowa"
2020-05-07,43,"Iowa"
2020-05-08,36,"Iowa"
2020-05-09,41,"Iowa"
2020-05-10,40,"Iowa"
2020-05-11,22,"Iowa"
2020-05-12,33,"Iowa"
2020-05-13,43,"Iowa"
2020-05-14,21,"Iowa"
2020-05-15,45,"Iowa"
2020-05-16,33,"Iowa"
2020-02-18,43,"Indiana"
2020-02-19,0,"Indiana"
2020-02-20,0,"Indiana"
2020-02-21,23,"Indiana"
2020-02-22,35,"Indiana"
2020-02-23,35,"Indiana"
2020-02-24,14,"Indiana"
2020-02-25,14,"Indiana"
2020-02-26,14,"Indiana"
2020-02-27,0,"Indiana"
2020-02-28,29,"Indiana"
2020-02-29,0,"Indiana"
2020-03-01,26,"Indiana"
2020-03-02,22,"Indiana"
2020-03-03,0,"Indiana"
2020-03-04,15,"Indiana"
2020-03-05,0,"Indiana"
2020-03-06,29,"Indiana"
2020-03-07,18,"Indiana"
2020-03-08,35,"Indiana"
2020-03-09,14,"Indiana"
2020-03-10,15,"Indiana"
2020-03-11,29,"Indiana"
2020-03-12,28,"Indiana"
2020-03-13,15,"Indiana"
2020-03-14,18,"Indiana"
2020-03-15,17,"Indiana"
2020-03-16,0,"Indiana"
2020-03-17,30,"Indiana"
2020-03-18,22,"Indiana"
2020-03-19,36,"Indiana"
2020-03-20,56,"Indiana"
2020-03-21,57,"Indiana"
2020-03-22,89,"Indiana"
2020-03-23,54,"Indiana"
2020-03-24,44,"Indiana"
2020-03-25,23,"Indiana"
2020-03-26,45,"Indiana"
2020-03-27,35,"Indiana"
2020-03-28,87,"Indiana"
2020-03-29,46,"Indiana"
2020-03-30,28,"Indiana"
2020-03-31,21,"Indiana"
2020-04-01,84,"Indiana"
2020-04-02,58,"Indiana"
2020-04-03,30,"Indiana"
2020-04-04,72,"Indiana"
2020-04-05,79,"Indiana"
2020-04-06,91,"Indiana"
2020-04-07,29,"Indiana"
2020-04-08,28,"Indiana"
2020-04-09,83,"Indiana"
2020-04-10,51,"Indiana"
2020-04-11,40,"Indiana"
2020-04-12,94,"Indiana"
2020-04-13,48,"Indiana"
2020-04-14,54,"Indiana"
2020-04-15,69,"Indiana"
2020-04-16,39,"Indiana"
2020-04-17,65,"Indiana"
2020-04-18,99,"Indiana"
2020-04-19,91,"Indiana"
2020-04-20,34,"Indiana"
2020-04-21,47,"Indiana"
2020-04-22,48,"Indiana"
2020-04-23,46,"Indiana"
2020-04-24,41,"Indiana"
2020-04-25,81,"Indiana"
2020-04-26,97,"Indiana"
2020-04-27,21,"Indiana"
2020-04-28,35,"Indiana"
2020-04-29,46,"Indiana"
2020-04-30,100,"Indiana"
2020-05-01,28,"Indiana"
2020-05-02,66,"Indiana"
2020-05-03,87,"Indiana"
2020-05-04,95,"Indiana"
2020-05-05,43,"Indiana"
2020-05-06,34,"Indiana"
2020-05-07,28,"Indiana"
2020-05-08,63,"Indiana"
2020-05-09,79,"Indiana"
2020-05-10,47,"Indiana"
2020-05-11,41,"Indiana"
2020-05-12,63,"Indiana"
2020-05-13,49,"Indiana"
2020-05-14,68,"Indiana"
2020-05-15,69,"Indiana"
2020-05-16,65,"Indiana"
2020-02-18,17,"Illinois"
2020-02-19,8,"Illinois"
2020-02-20,13,"Illinois"
2020-02-21,14,"Illinois"
2020-02-22,6,"Illinois"
2020-02-23,18,"Illinois"
2020-02-24,12,"Illinois"
2020-02-25,15,"Illinois"
2020-02-26,18,"Illinois"
2020-02-27,10,"Illinois"
2020-02-28,7,"Illinois"
2020-02-29,16,"Illinois"
2020-03-01,22,"Illinois"
2020-03-02,15,"Illinois"
2020-03-03,10,"Illinois"
2020-03-04,8,"Illinois"
2020-03-05,13,"Illinois"
2020-03-06,13,"Illinois"
2020-03-07,9,"Illinois"
2020-03-08,9,"Illinois"
2020-03-09,5,"Illinois"
2020-03-10,7,"Illinois"
2020-03-11,13,"Illinois"
2020-03-12,9,"Illinois"
2020-03-13,7,"Illinois"
2020-03-14,18,"Illinois"
2020-03-15,17,"Illinois"
2020-03-16,21,"Illinois"
2020-03-17,34,"Illinois"
2020-03-18,29,"Illinois"
2020-03-19,37,"Illinois"
2020-03-20,33,"Illinois"
2020-03-21,47,"Illinois"
2020-03-22,64,"Illinois"
2020-03-23,27,"Illinois"
2020-03-24,32,"Illinois"
2020-03-25,37,"Illinois"
2020-03-26,42,"Illinois"
2020-03-27,43,"Illinois"
2020-03-28,57,"Illinois"
2020-03-29,72,"Illinois"
2020-03-30,33,"Illinois"
2020-03-31,45,"Illinois"
2020-04-01,43,"Illinois"
2020-04-02,51,"Illinois"
2020-04-03,47,"Illinois"
2020-04-04,74,"Illinois"
2020-04-05,74,"Illinois"
2020-04-06,55,"Illinois"
2020-04-07,57,"Illinois"
2020-04-08,57,"Illinois"
2020-04-09,63,"Illinois"
2020-04-10,61,"Illinois"
2020-04-11,100,"Illinois"
2020-04-12,91,"Illinois"
2020-04-13,61,"Illinois"
2020-04-14,59,"Illinois"
2020-04-15,61,"Illinois"
2020-04-16,53,"Illinois"
2020-04-17,51,"Illinois"
2020-04-18,80,"Illinois"
2020-04-19,100,"Illinois"
2020-04-20,63,"Illinois"
2020-04-21,72,"Illinois"
2020-04-22,66,"Illinois"
2020-04-23,56,"Illinois"
2020-04-24,58,"Illinois"
2020-04-25,93,"Illinois"
2020-04-26,84,"Illinois"
2020-04-27,69,"Illinois"
2020-04-28,58,"Illinois"
2020-04-29,54,"Illinois"
2020-04-30,71,"Illinois"
2020-05-01,61,"Illinois"
2020-05-02,52,"Illinois"
2020-05-03,91,"Illinois"
2020-05-04,54,"Illinois"
2020-05-05,44,"Illinois"
2020-05-06,58,"Illinois"
2020-05-07,51,"Illinois"
2020-05-08,57,"Illinois"
2020-05-09,75,"Illinois"
2020-05-10,77,"Illinois"
2020-05-11,45,"Illinois"
2020-05-12,30,"Illinois"
2020-05-13,48,"Illinois"
2020-05-14,52,"Illinois"
2020-05-15,70,"Illinois"
2020-05-16,64,"Illinois"
