"date","zoom_hits","state"
2020-03-22,37,"Michigan"
2020-03-23,59,"Michigan"
2020-03-24,76,"Michigan"
2020-03-25,70,"Michigan"
2020-03-26,77,"Michigan"
2020-03-27,75,"Michigan"
2020-03-28,60,"Michigan"
2020-03-29,64,"Michigan"
2020-03-30,86,"Michigan"
2020-03-31,93,"Michigan"
2020-04-01,100,"Michigan"
2020-04-02,98,"Michigan"
2020-04-03,95,"Michigan"
2020-04-04,72,"Michigan"
2020-04-05,76,"Michigan"
2020-04-06,80,"Michigan"
2020-04-07,75,"Michigan"
2020-04-08,78,"Michigan"
2020-04-09,73,"Michigan"
2020-04-10,66,"Michigan"
2020-04-11,52,"Michigan"
2020-04-12,78,"Michigan"
2020-04-13,85,"Michigan"
2020-04-14,82,"Michigan"
2020-04-15,81,"Michigan"
2020-04-16,82,"Michigan"
2020-04-17,79,"Michigan"
2020-04-18,58,"Michigan"
2020-04-19,56,"Michigan"
2020-04-20,75,"Michigan"
2020-04-21,80,"Michigan"
2020-04-22,84,"Michigan"
2020-04-23,79,"Michigan"
2020-04-24,72,"Michigan"
2020-04-25,49,"Michigan"
2020-04-26,42,"Michigan"
2020-04-27,60,"Michigan"
2020-04-28,62,"Michigan"
2020-04-29,69,"Michigan"
2020-04-30,68,"Michigan"
2020-05-01,53,"Michigan"
2020-05-02,36,"Michigan"
2020-05-03,38,"Michigan"
2020-05-04,55,"Michigan"
2020-05-05,53,"Michigan"
2020-05-06,62,"Michigan"
2020-05-07,60,"Michigan"
2020-05-08,50,"Michigan"
2020-05-09,36,"Michigan"
2020-05-10,34,"Michigan"
2020-05-11,53,"Michigan"
2020-05-12,51,"Michigan"
2020-05-13,55,"Michigan"
2020-05-14,56,"Michigan"
2020-05-15,49,"Michigan"
2020-05-16,33,"Michigan"
2020-02-18,4,"Massachusetts"
2020-02-19,4,"Massachusetts"
2020-02-20,4,"Massachusetts"
2020-02-21,3,"Massachusetts"
2020-02-22,1,"Massachusetts"
2020-02-23,2,"Massachusetts"
2020-02-24,3,"Massachusetts"
2020-02-25,4,"Massachusetts"
2020-02-26,5,"Massachusetts"
2020-02-27,4,"Massachusetts"
2020-02-28,4,"Massachusetts"
2020-02-29,3,"Massachusetts"
2020-03-01,2,"Massachusetts"
2020-03-02,4,"Massachusetts"
2020-03-03,5,"Massachusetts"
2020-03-04,7,"Massachusetts"
2020-03-05,6,"Massachusetts"
2020-03-06,6,"Massachusetts"
2020-03-07,4,"Massachusetts"
2020-03-08,4,"Massachusetts"
2020-03-09,7,"Massachusetts"
2020-03-10,10,"Massachusetts"
2020-03-11,17,"Massachusetts"
2020-03-12,24,"Massachusetts"
2020-03-13,23,"Massachusetts"
2020-03-14,12,"Massachusetts"
2020-03-15,18,"Massachusetts"
2020-03-16,41,"Massachusetts"
2020-03-17,47,"Massachusetts"
2020-03-18,50,"Massachusetts"
2020-03-19,59,"Massachusetts"
2020-03-20,62,"Massachusetts"
2020-03-21,49,"Massachusetts"
2020-03-22,53,"Massachusetts"
2020-03-23,85,"Massachusetts"
2020-03-24,100,"Massachusetts"
2020-03-25,92,"Massachusetts"
2020-03-26,92,"Massachusetts"
2020-03-27,90,"Massachusetts"
2020-03-28,63,"Massachusetts"
2020-03-29,64,"Massachusetts"
2020-03-30,97,"Massachusetts"
2020-03-31,91,"Massachusetts"
2020-04-01,92,"Massachusetts"
2020-04-02,97,"Massachusetts"
2020-04-03,99,"Massachusetts"
2020-04-04,60,"Massachusetts"
2020-04-05,62,"Massachusetts"
2020-04-06,81,"Massachusetts"
2020-04-07,79,"Massachusetts"
2020-04-08,85,"Massachusetts"
2020-04-09,79,"Massachusetts"
2020-04-10,64,"Massachusetts"
2020-04-11,64,"Massachusetts"
2020-04-12,64,"Massachusetts"
2020-04-13,62,"Massachusetts"
2020-04-14,64,"Massachusetts"
2020-04-15,63,"Massachusetts"
2020-04-16,62,"Massachusetts"
2020-04-17,58,"Massachusetts"
2020-04-18,41,"Massachusetts"
2020-04-19,43,"Massachusetts"
2020-04-20,44,"Massachusetts"
2020-04-21,50,"Massachusetts"
2020-04-22,61,"Massachusetts"
2020-04-23,58,"Massachusetts"
2020-04-24,64,"Massachusetts"
2020-04-25,37,"Massachusetts"
2020-04-26,42,"Massachusetts"
2020-04-27,58,"Massachusetts"
2020-04-28,63,"Massachusetts"
2020-04-29,64,"Massachusetts"
2020-04-30,63,"Massachusetts"
2020-05-01,53,"Massachusetts"
2020-05-02,37,"Massachusetts"
2020-05-03,34,"Massachusetts"
2020-05-04,49,"Massachusetts"
2020-05-05,49,"Massachusetts"
2020-05-06,50,"Massachusetts"
2020-05-07,51,"Massachusetts"
2020-05-08,49,"Massachusetts"
2020-05-09,30,"Massachusetts"
2020-05-10,32,"Massachusetts"
2020-05-11,44,"Massachusetts"
2020-05-12,55,"Massachusetts"
2020-05-13,52,"Massachusetts"
2020-05-14,51,"Massachusetts"
2020-05-15,44,"Massachusetts"
2020-05-16,26,"Massachusetts"
2020-02-18,3,"Maryland"
2020-02-19,3,"Maryland"
2020-02-20,4,"Maryland"
2020-02-21,3,"Maryland"
2020-02-22,2,"Maryland"
2020-02-23,2,"Maryland"
2020-02-24,3,"Maryland"
2020-02-25,2,"Maryland"
2020-02-26,2,"Maryland"
2020-02-27,4,"Maryland"
2020-02-28,3,"Maryland"
2020-02-29,2,"Maryland"
2020-03-01,2,"Maryland"
2020-03-02,2,"Maryland"
2020-03-03,4,"Maryland"
2020-03-04,4,"Maryland"
2020-03-05,3,"Maryland"
2020-03-06,4,"Maryland"
2020-03-07,2,"Maryland"
2020-03-08,2,"Maryland"
2020-03-09,4,"Maryland"
2020-03-10,4,"Maryland"
2020-03-11,9,"Maryland"
2020-03-12,9,"Maryland"
2020-03-13,12,"Maryland"
2020-03-14,7,"Maryland"
2020-03-15,9,"Maryland"
2020-03-16,16,"Maryland"
2020-03-17,22,"Maryland"
2020-03-18,23,"Maryland"
2020-03-19,30,"Maryland"
2020-03-20,30,"Maryland"
2020-03-21,26,"Maryland"
2020-03-22,33,"Maryland"
2020-03-23,48,"Maryland"
2020-03-24,48,"Maryland"
2020-03-25,53,"Maryland"
2020-03-26,55,"Maryland"
2020-03-27,52,"Maryland"
2020-03-28,44,"Maryland"
2020-03-29,46,"Maryland"
2020-03-30,53,"Maryland"
2020-03-31,72,"Maryland"
2020-04-01,75,"Maryland"
2020-04-02,100,"Maryland"
2020-04-03,84,"Maryland"
2020-04-04,46,"Maryland"
2020-04-05,47,"Maryland"
2020-04-06,62,"Maryland"
2020-04-07,59,"Maryland"
2020-04-08,59,"Maryland"
2020-04-09,50,"Maryland"
2020-04-10,42,"Maryland"
2020-04-11,36,"Maryland"
2020-04-12,46,"Maryland"
2020-04-13,35,"Maryland"
2020-04-14,50,"Maryland"
2020-04-15,53,"Maryland"
2020-04-16,51,"Maryland"
2020-04-17,48,"Maryland"
2020-04-18,32,"Maryland"
2020-04-19,32,"Maryland"
2020-04-20,44,"Maryland"
2020-04-21,44,"Maryland"
2020-04-22,48,"Maryland"
2020-04-23,49,"Maryland"
2020-04-24,43,"Maryland"
2020-04-25,32,"Maryland"
2020-04-26,30,"Maryland"
2020-04-27,37,"Maryland"
2020-04-28,45,"Maryland"
2020-04-29,42,"Maryland"
2020-04-30,40,"Maryland"
2020-05-01,38,"Maryland"
2020-05-02,29,"Maryland"
2020-05-03,27,"Maryland"
2020-05-04,33,"Maryland"
2020-05-05,39,"Maryland"
2020-05-06,39,"Maryland"
2020-05-07,37,"Maryland"
2020-05-08,37,"Maryland"
2020-05-09,27,"Maryland"
2020-05-10,25,"Maryland"
2020-05-11,33,"Maryland"
2020-05-12,35,"Maryland"
2020-05-13,34,"Maryland"
2020-05-14,32,"Maryland"
2020-05-15,32,"Maryland"
2020-05-16,21,"Maryland"
2020-02-18,5,"Maine"
2020-02-19,9,"Maine"
2020-02-20,8,"Maine"
2020-02-21,5,"Maine"
2020-02-22,3,"Maine"
2020-02-23,3,"Maine"
2020-02-24,8,"Maine"
2020-02-25,4,"Maine"
2020-02-26,5,"Maine"
2020-02-27,4,"Maine"
2020-02-28,5,"Maine"
2020-02-29,6,"Maine"
2020-03-01,4,"Maine"
2020-03-02,5,"Maine"
2020-03-03,5,"Maine"
2020-03-04,6,"Maine"
2020-03-05,3,"Maine"
2020-03-06,5,"Maine"
2020-03-07,3,"Maine"
2020-03-08,3,"Maine"
2020-03-09,8,"Maine"
2020-03-10,5,"Maine"
2020-03-11,9,"Maine"
2020-03-12,10,"Maine"
2020-03-13,12,"Maine"
2020-03-14,9,"Maine"
2020-03-15,16,"Maine"
2020-03-16,45,"Maine"
2020-03-17,45,"Maine"
2020-03-18,57,"Maine"
2020-03-19,73,"Maine"
2020-03-20,70,"Maine"
2020-03-21,45,"Maine"
2020-03-22,60,"Maine"
2020-03-23,85,"Maine"
2020-03-24,74,"Maine"
2020-03-25,86,"Maine"
2020-03-26,92,"Maine"
2020-03-27,84,"Maine"
2020-03-28,51,"Maine"
2020-03-29,54,"Maine"
2020-03-30,100,"Maine"
2020-03-31,100,"Maine"
2020-04-01,85,"Maine"
2020-04-02,98,"Maine"
2020-04-03,94,"Maine"
2020-04-04,52,"Maine"
2020-04-05,46,"Maine"
2020-04-06,73,"Maine"
2020-04-07,86,"Maine"
2020-04-08,82,"Maine"
2020-04-09,77,"Maine"
2020-04-10,48,"Maine"
2020-04-11,41,"Maine"
2020-04-12,48,"Maine"
2020-04-13,72,"Maine"
2020-04-14,65,"Maine"
2020-04-15,65,"Maine"
2020-04-16,68,"Maine"
2020-04-17,64,"Maine"
2020-04-18,38,"Maine"
2020-04-19,38,"Maine"
2020-04-20,40,"Maine"
2020-04-21,46,"Maine"
2020-04-22,59,"Maine"
2020-04-23,54,"Maine"
2020-04-24,40,"Maine"
2020-04-25,28,"Maine"
2020-04-26,35,"Maine"
2020-04-27,66,"Maine"
2020-04-28,63,"Maine"
2020-04-29,60,"Maine"
2020-04-30,64,"Maine"
2020-05-01,51,"Maine"
2020-05-02,30,"Maine"
2020-05-03,33,"Maine"
2020-05-04,51,"Maine"
2020-05-05,52,"Maine"
2020-05-06,45,"Maine"
2020-05-07,48,"Maine"
2020-05-08,37,"Maine"
2020-05-09,29,"Maine"
2020-05-10,30,"Maine"
2020-05-11,43,"Maine"
2020-05-12,57,"Maine"
2020-05-13,55,"Maine"
2020-05-14,47,"Maine"
2020-05-15,41,"Maine"
2020-05-16,25,"Maine"
2020-02-18,5,"Louisiana"
2020-02-19,2,"Louisiana"
2020-02-20,5,"Louisiana"
2020-02-21,3,"Louisiana"
2020-02-22,4,"Louisiana"
2020-02-23,4,"Louisiana"
2020-02-24,7,"Louisiana"
2020-02-25,6,"Louisiana"
2020-02-26,4,"Louisiana"
2020-02-27,7,"Louisiana"
2020-02-28,4,"Louisiana"
2020-02-29,4,"Louisiana"
2020-03-01,5,"Louisiana"
2020-03-02,4,"Louisiana"
2020-03-03,3,"Louisiana"
2020-03-04,4,"Louisiana"
2020-03-05,4,"Louisiana"
2020-03-06,5,"Louisiana"
2020-03-07,4,"Louisiana"
2020-03-08,4,"Louisiana"
2020-03-09,6,"Louisiana"
2020-03-10,7,"Louisiana"
2020-03-11,15,"Louisiana"
2020-03-12,16,"Louisiana"
2020-03-13,20,"Louisiana"
2020-03-14,9,"Louisiana"
2020-03-15,12,"Louisiana"
2020-03-16,36,"Louisiana"
2020-03-17,40,"Louisiana"
2020-03-18,49,"Louisiana"
2020-03-19,50,"Louisiana"
2020-03-20,51,"Louisiana"
2020-03-21,38,"Louisiana"
2020-03-22,40,"Louisiana"
2020-03-23,85,"Louisiana"
2020-03-24,78,"Louisiana"
2020-03-25,78,"Louisiana"
2020-03-26,89,"Louisiana"
2020-03-27,67,"Louisiana"
2020-03-28,49,"Louisiana"
2020-03-29,46,"Louisiana"
2020-03-30,84,"Louisiana"
2020-03-31,93,"Louisiana"
2020-04-01,86,"Louisiana"
2020-04-02,87,"Louisiana"
2020-04-03,90,"Louisiana"
2020-04-04,57,"Louisiana"
2020-04-05,65,"Louisiana"
2020-04-06,79,"Louisiana"
2020-04-07,100,"Louisiana"
2020-04-08,88,"Louisiana"
2020-04-09,77,"Louisiana"
2020-04-10,49,"Louisiana"
2020-04-11,39,"Louisiana"
2020-04-12,59,"Louisiana"
2020-04-13,50,"Louisiana"
2020-04-14,58,"Louisiana"
2020-04-15,61,"Louisiana"
2020-04-16,57,"Louisiana"
2020-04-17,58,"Louisiana"
2020-04-18,40,"Louisiana"
2020-04-19,39,"Louisiana"
2020-04-20,69,"Louisiana"
2020-04-21,67,"Louisiana"
2020-04-22,72,"Louisiana"
2020-04-23,69,"Louisiana"
2020-04-24,51,"Louisiana"
2020-04-25,30,"Louisiana"
2020-04-26,34,"Louisiana"
2020-04-27,59,"Louisiana"
2020-04-28,66,"Louisiana"
2020-04-29,55,"Louisiana"
2020-04-30,46,"Louisiana"
2020-05-01,32,"Louisiana"
2020-05-02,26,"Louisiana"
2020-05-03,38,"Louisiana"
2020-05-04,42,"Louisiana"
2020-05-05,45,"Louisiana"
2020-05-06,45,"Louisiana"
2020-05-07,50,"Louisiana"
2020-05-08,43,"Louisiana"
2020-05-09,20,"Louisiana"
2020-05-10,24,"Louisiana"
2020-05-11,41,"Louisiana"
2020-05-12,41,"Louisiana"
2020-05-13,46,"Louisiana"
2020-05-14,44,"Louisiana"
2020-05-15,41,"Louisiana"
2020-05-16,23,"Louisiana"
2020-02-18,5,"Kentucky"
2020-02-19,4,"Kentucky"
2020-02-20,4,"Kentucky"
2020-02-21,3,"Kentucky"
2020-02-22,5,"Kentucky"
2020-02-23,2,"Kentucky"
2020-02-24,3,"Kentucky"
2020-02-25,4,"Kentucky"
2020-02-26,5,"Kentucky"
2020-02-27,6,"Kentucky"
2020-02-28,8,"Kentucky"
2020-02-29,6,"Kentucky"
2020-03-01,3,"Kentucky"
2020-03-02,4,"Kentucky"
2020-03-03,4,"Kentucky"
2020-03-04,4,"Kentucky"
2020-03-05,7,"Kentucky"
2020-03-06,7,"Kentucky"
2020-03-07,3,"Kentucky"
2020-03-08,8,"Kentucky"
2020-03-09,5,"Kentucky"
2020-03-10,7,"Kentucky"
2020-03-11,10,"Kentucky"
2020-03-12,7,"Kentucky"
2020-03-13,21,"Kentucky"
2020-03-14,8,"Kentucky"
2020-03-15,14,"Kentucky"
2020-03-16,33,"Kentucky"
2020-03-17,40,"Kentucky"
2020-03-18,45,"Kentucky"
2020-03-19,58,"Kentucky"
2020-03-20,56,"Kentucky"
2020-03-21,37,"Kentucky"
2020-03-22,54,"Kentucky"
2020-03-23,89,"Kentucky"
2020-03-24,100,"Kentucky"
2020-03-25,98,"Kentucky"
2020-03-26,82,"Kentucky"
2020-03-27,88,"Kentucky"
2020-03-28,53,"Kentucky"
2020-03-29,51,"Kentucky"
2020-03-30,78,"Kentucky"
2020-03-31,88,"Kentucky"
2020-04-01,93,"Kentucky"
2020-04-02,83,"Kentucky"
2020-04-03,97,"Kentucky"
2020-04-04,67,"Kentucky"
2020-04-05,73,"Kentucky"
2020-04-06,93,"Kentucky"
2020-04-07,84,"Kentucky"
2020-04-08,81,"Kentucky"
2020-04-09,77,"Kentucky"
2020-04-10,67,"Kentucky"
2020-04-11,60,"Kentucky"
2020-04-12,70,"Kentucky"
2020-04-13,76,"Kentucky"
2020-04-14,82,"Kentucky"
2020-04-15,71,"Kentucky"
2020-04-16,78,"Kentucky"
2020-04-17,81,"Kentucky"
2020-04-18,41,"Kentucky"
2020-04-19,45,"Kentucky"
2020-04-20,63,"Kentucky"
2020-04-21,67,"Kentucky"
2020-04-22,69,"Kentucky"
2020-04-23,73,"Kentucky"
2020-04-24,60,"Kentucky"
2020-04-25,32,"Kentucky"
2020-04-26,39,"Kentucky"
2020-04-27,57,"Kentucky"
2020-04-28,55,"Kentucky"
2020-04-29,71,"Kentucky"
2020-04-30,58,"Kentucky"
2020-05-01,49,"Kentucky"
2020-05-02,24,"Kentucky"
2020-05-03,39,"Kentucky"
2020-05-04,49,"Kentucky"
2020-05-05,48,"Kentucky"
2020-05-06,63,"Kentucky"
2020-05-07,50,"Kentucky"
2020-05-08,44,"Kentucky"
2020-05-09,26,"Kentucky"
2020-05-10,28,"Kentucky"
2020-05-11,44,"Kentucky"
2020-05-12,46,"Kentucky"
2020-05-13,46,"Kentucky"
2020-05-14,48,"Kentucky"
2020-05-15,43,"Kentucky"
2020-05-16,21,"Kentucky"
2020-02-18,2,"Kansas"
2020-02-19,1,"Kansas"
2020-02-20,4,"Kansas"
2020-02-21,4,"Kansas"
2020-02-22,3,"Kansas"
2020-02-23,2,"Kansas"
2020-02-24,2,"Kansas"
2020-02-25,3,"Kansas"
2020-02-26,1,"Kansas"
2020-02-27,3,"Kansas"
2020-02-28,3,"Kansas"
2020-02-29,3,"Kansas"
2020-03-01,3,"Kansas"
2020-03-02,2,"Kansas"
2020-03-03,4,"Kansas"
2020-03-04,2,"Kansas"
2020-03-05,4,"Kansas"
2020-03-06,4,"Kansas"
2020-03-07,2,"Kansas"
2020-03-08,3,"Kansas"
2020-03-09,2,"Kansas"
2020-03-10,5,"Kansas"
2020-03-11,3,"Kansas"
2020-03-12,5,"Kansas"
2020-03-13,8,"Kansas"
2020-03-14,4,"Kansas"
2020-03-15,5,"Kansas"
2020-03-16,19,"Kansas"
2020-03-17,14,"Kansas"
2020-03-18,24,"Kansas"
2020-03-19,31,"Kansas"
2020-03-20,32,"Kansas"
2020-03-21,28,"Kansas"
2020-03-22,37,"Kansas"
2020-03-23,64,"Kansas"
2020-03-24,72,"Kansas"
2020-03-25,59,"Kansas"
2020-03-26,63,"Kansas"
2020-03-27,79,"Kansas"
2020-03-28,36,"Kansas"
2020-03-29,45,"Kansas"
2020-03-30,100,"Kansas"
2020-03-31,78,"Kansas"
2020-04-01,88,"Kansas"
2020-04-02,77,"Kansas"
2020-04-03,75,"Kansas"
2020-04-04,39,"Kansas"
2020-04-05,41,"Kansas"
2020-04-06,65,"Kansas"
2020-04-07,64,"Kansas"
2020-04-08,53,"Kansas"
2020-04-09,55,"Kansas"
2020-04-10,36,"Kansas"
2020-04-11,24,"Kansas"
2020-04-12,40,"Kansas"
2020-04-13,42,"Kansas"
2020-04-14,47,"Kansas"
2020-04-15,47,"Kansas"
2020-04-16,50,"Kansas"
2020-04-17,45,"Kansas"
2020-04-18,27,"Kansas"
2020-04-19,21,"Kansas"
2020-04-20,38,"Kansas"
2020-04-21,34,"Kansas"
2020-04-22,39,"Kansas"
2020-04-23,47,"Kansas"
2020-04-24,28,"Kansas"
2020-04-25,19,"Kansas"
2020-04-26,22,"Kansas"
2020-04-27,33,"Kansas"
2020-04-28,35,"Kansas"
2020-04-29,38,"Kansas"
2020-04-30,31,"Kansas"
2020-05-01,30,"Kansas"
2020-05-02,15,"Kansas"
2020-05-03,18,"Kansas"
2020-05-04,26,"Kansas"
2020-05-05,28,"Kansas"
2020-05-06,35,"Kansas"
2020-05-07,26,"Kansas"
2020-05-08,25,"Kansas"
2020-05-09,14,"Kansas"
2020-05-10,13,"Kansas"
2020-05-11,26,"Kansas"
2020-05-12,28,"Kansas"
2020-05-13,26,"Kansas"
2020-05-14,27,"Kansas"
2020-05-15,20,"Kansas"
2020-05-16,13,"Kansas"
2020-02-18,5,"Iowa"
2020-02-19,3,"Iowa"
2020-02-20,7,"Iowa"
2020-02-21,5,"Iowa"
2020-02-22,5,"Iowa"
2020-02-23,2,"Iowa"
2020-02-24,4,"Iowa"
2020-02-25,4,"Iowa"
2020-02-26,5,"Iowa"
2020-02-27,5,"Iowa"
2020-02-28,7,"Iowa"
2020-02-29,4,"Iowa"
2020-03-01,3,"Iowa"
2020-03-02,7,"Iowa"
2020-03-03,6,"Iowa"
2020-03-04,4,"Iowa"
2020-03-05,5,"Iowa"
2020-03-06,2,"Iowa"
2020-03-07,3,"Iowa"
2020-03-08,3,"Iowa"
2020-03-09,5,"Iowa"
2020-03-10,8,"Iowa"
2020-03-11,7,"Iowa"
2020-03-12,17,"Iowa"
2020-03-13,12,"Iowa"
2020-03-14,9,"Iowa"
2020-03-15,4,"Iowa"
2020-03-16,22,"Iowa"
2020-03-17,29,"Iowa"
2020-03-18,38,"Iowa"
2020-03-19,35,"Iowa"
2020-03-20,36,"Iowa"
2020-03-21,34,"Iowa"
2020-03-22,46,"Iowa"
2020-03-23,79,"Iowa"
2020-03-24,86,"Iowa"
2020-03-25,75,"Iowa"
2020-03-26,73,"Iowa"
2020-03-27,74,"Iowa"
2020-03-28,53,"Iowa"
2020-03-29,59,"Iowa"
2020-03-30,81,"Iowa"
2020-03-31,93,"Iowa"
2020-04-01,97,"Iowa"
2020-04-02,99,"Iowa"
2020-04-03,94,"Iowa"
2020-04-04,64,"Iowa"
2020-04-05,55,"Iowa"
2020-04-06,91,"Iowa"
2020-04-07,81,"Iowa"
2020-04-08,84,"Iowa"
2020-04-09,100,"Iowa"
2020-04-10,72,"Iowa"
2020-04-11,61,"Iowa"
2020-04-12,81,"Iowa"
2020-04-13,88,"Iowa"
2020-04-14,77,"Iowa"
2020-04-15,78,"Iowa"
2020-04-16,89,"Iowa"
2020-04-17,65,"Iowa"
2020-04-18,45,"Iowa"
2020-04-19,50,"Iowa"
2020-04-20,63,"Iowa"
2020-04-21,70,"Iowa"
2020-04-22,71,"Iowa"
2020-04-23,56,"Iowa"
2020-04-24,58,"Iowa"
2020-04-25,29,"Iowa"
2020-04-26,34,"Iowa"
2020-04-27,55,"Iowa"
2020-04-28,53,"Iowa"
2020-04-29,59,"Iowa"
2020-04-30,55,"Iowa"
2020-05-01,34,"Iowa"
2020-05-02,31,"Iowa"
2020-05-03,24,"Iowa"
2020-05-04,46,"Iowa"
2020-05-05,44,"Iowa"
2020-05-06,58,"Iowa"
2020-05-07,47,"Iowa"
2020-05-08,50,"Iowa"
2020-05-09,21,"Iowa"
2020-05-10,30,"Iowa"
2020-05-11,47,"Iowa"
2020-05-12,42,"Iowa"
2020-05-13,46,"Iowa"
2020-05-14,42,"Iowa"
2020-05-15,34,"Iowa"
2020-05-16,17,"Iowa"
2020-02-18,6,"Indiana"
2020-02-19,4,"Indiana"
2020-02-20,2,"Indiana"
2020-02-21,3,"Indiana"
2020-02-22,2,"Indiana"
2020-02-23,4,"Indiana"
2020-02-24,5,"Indiana"
2020-02-25,4,"Indiana"
2020-02-26,7,"Indiana"
2020-02-27,5,"Indiana"
2020-02-28,5,"Indiana"
2020-02-29,3,"Indiana"
2020-03-01,4,"Indiana"
2020-03-02,5,"Indiana"
2020-03-03,5,"Indiana"
2020-03-04,3,"Indiana"
2020-03-05,3,"Indiana"
2020-03-06,4,"Indiana"
2020-03-07,2,"Indiana"
2020-03-08,4,"Indiana"
2020-03-09,5,"Indiana"
2020-03-10,6,"Indiana"
2020-03-11,10,"Indiana"
2020-03-12,10,"Indiana"
2020-03-13,19,"Indiana"
2020-03-14,8,"Indiana"
2020-03-15,11,"Indiana"
2020-03-16,24,"Indiana"
2020-03-17,34,"Indiana"
2020-03-18,42,"Indiana"
2020-03-19,48,"Indiana"
2020-03-20,52,"Indiana"
2020-03-21,45,"Indiana"
2020-03-22,49,"Indiana"
2020-03-23,73,"Indiana"
2020-03-24,77,"Indiana"
2020-03-25,73,"Indiana"
2020-03-26,82,"Indiana"
2020-03-27,63,"Indiana"
2020-03-28,55,"Indiana"
2020-03-29,60,"Indiana"
2020-03-30,91,"Indiana"
2020-03-31,94,"Indiana"
2020-04-01,100,"Indiana"
2020-04-02,91,"Indiana"
2020-04-03,84,"Indiana"
2020-04-04,63,"Indiana"
2020-04-05,65,"Indiana"
2020-04-06,76,"Indiana"
2020-04-07,80,"Indiana"
2020-04-08,75,"Indiana"
2020-04-09,78,"Indiana"
2020-04-10,66,"Indiana"
2020-04-11,51,"Indiana"
2020-04-12,67,"Indiana"
2020-04-13,70,"Indiana"
2020-04-14,76,"Indiana"
2020-04-15,83,"Indiana"
2020-04-16,70,"Indiana"
2020-04-17,67,"Indiana"
2020-04-18,47,"Indiana"
2020-04-19,50,"Indiana"
2020-04-20,52,"Indiana"
2020-04-21,59,"Indiana"
2020-04-22,63,"Indiana"
2020-04-23,64,"Indiana"
2020-04-24,59,"Indiana"
2020-04-25,34,"Indiana"
2020-04-26,36,"Indiana"
2020-04-27,46,"Indiana"
2020-04-28,50,"Indiana"
2020-04-29,57,"Indiana"
2020-04-30,54,"Indiana"
2020-05-01,41,"Indiana"
2020-05-02,27,"Indiana"
2020-05-03,29,"Indiana"
2020-05-04,39,"Indiana"
2020-05-05,43,"Indiana"
2020-05-06,50,"Indiana"
2020-05-07,45,"Indiana"
2020-05-08,41,"Indiana"
2020-05-09,24,"Indiana"
2020-05-10,27,"Indiana"
2020-05-11,38,"Indiana"
2020-05-12,42,"Indiana"
2020-05-13,45,"Indiana"
2020-05-14,45,"Indiana"
2020-05-15,35,"Indiana"
2020-05-16,24,"Indiana"
2020-02-18,3,"Illinois"
2020-02-19,5,"Illinois"
2020-02-20,4,"Illinois"
2020-02-21,2,"Illinois"
2020-02-22,2,"Illinois"
2020-02-23,3,"Illinois"
2020-02-24,3,"Illinois"
2020-02-25,4,"Illinois"
2020-02-26,4,"Illinois"
2020-02-27,4,"Illinois"
2020-02-28,4,"Illinois"
2020-02-29,3,"Illinois"
2020-03-01,3,"Illinois"
2020-03-02,6,"Illinois"
2020-03-03,5,"Illinois"
2020-03-04,6,"Illinois"
2020-03-05,4,"Illinois"
2020-03-06,4,"Illinois"
2020-03-07,3,"Illinois"
2020-03-08,4,"Illinois"
2020-03-09,5,"Illinois"
2020-03-10,5,"Illinois"
2020-03-11,8,"Illinois"
2020-03-12,12,"Illinois"
2020-03-13,14,"Illinois"
2020-03-14,11,"Illinois"
2020-03-15,12,"Illinois"
2020-03-16,26,"Illinois"
2020-03-17,34,"Illinois"
2020-03-18,34,"Illinois"
2020-03-19,48,"Illinois"
2020-03-20,49,"Illinois"
2020-03-21,43,"Illinois"
2020-03-22,48,"Illinois"
2020-03-23,75,"Illinois"
2020-03-24,72,"Illinois"
2020-03-25,74,"Illinois"
2020-03-26,74,"Illinois"
2020-03-27,82,"Illinois"
2020-03-28,61,"Illinois"
2020-03-29,65,"Illinois"
2020-03-30,96,"Illinois"
2020-03-31,100,"Illinois"
2020-04-01,94,"Illinois"
2020-04-02,98,"Illinois"
2020-04-03,92,"Illinois"
2020-04-04,68,"Illinois"
2020-04-05,73,"Illinois"
2020-04-06,81,"Illinois"
2020-04-07,79,"Illinois"
2020-04-08,82,"Illinois"
2020-04-09,83,"Illinois"
2020-04-10,61,"Illinois"
2020-04-11,58,"Illinois"
2020-04-12,76,"Illinois"
2020-04-13,68,"Illinois"
2020-04-14,70,"Illinois"
2020-04-15,69,"Illinois"
2020-04-16,76,"Illinois"
2020-04-17,68,"Illinois"
2020-04-18,49,"Illinois"
2020-04-19,49,"Illinois"
2020-04-20,59,"Illinois"
2020-04-21,64,"Illinois"
2020-04-22,63,"Illinois"
2020-04-23,68,"Illinois"
2020-04-24,64,"Illinois"
2020-04-25,48,"Illinois"
2020-04-26,41,"Illinois"
2020-04-27,55,"Illinois"
2020-04-28,54,"Illinois"
2020-04-29,60,"Illinois"
2020-04-30,57,"Illinois"
2020-05-01,52,"Illinois"
2020-05-02,34,"Illinois"
2020-05-03,36,"Illinois"
2020-05-04,43,"Illinois"
2020-05-05,52,"Illinois"
2020-05-06,56,"Illinois"
2020-05-07,53,"Illinois"
2020-05-08,45,"Illinois"
2020-05-09,32,"Illinois"
2020-05-10,34,"Illinois"
2020-05-11,44,"Illinois"
2020-05-12,49,"Illinois"
2020-05-13,48,"Illinois"
2020-05-14,51,"Illinois"
2020-05-15,40,"Illinois"
2020-05-16,29,"Illinois"
