"date","ticketmaster_hits","state"
2020-03-22,10,"Michigan"
2020-03-23,7,"Michigan"
2020-03-24,10,"Michigan"
2020-03-25,15,"Michigan"
2020-03-26,6,"Michigan"
2020-03-27,9,"Michigan"
2020-03-28,10,"Michigan"
2020-03-29,5,"Michigan"
2020-03-30,18,"Michigan"
2020-03-31,6,"Michigan"
2020-04-01,12,"Michigan"
2020-04-02,12,"Michigan"
2020-04-03,7,"Michigan"
2020-04-04,8,"Michigan"
2020-04-05,11,"Michigan"
2020-04-06,7,"Michigan"
2020-04-07,10,"Michigan"
2020-04-08,7,"Michigan"
2020-04-09,14,"Michigan"
2020-04-10,8,"Michigan"
2020-04-11,8,"Michigan"
2020-04-12,10,"Michigan"
2020-04-13,12,"Michigan"
2020-04-14,37,"Michigan"
2020-04-15,10,"Michigan"
2020-04-16,10,"Michigan"
2020-04-17,12,"Michigan"
2020-04-18,7,"Michigan"
2020-04-19,5,"Michigan"
2020-04-20,15,"Michigan"
2020-04-21,12,"Michigan"
2020-04-22,16,"Michigan"
2020-04-23,11,"Michigan"
2020-04-24,11,"Michigan"
2020-04-25,5,"Michigan"
2020-04-26,5,"Michigan"
2020-04-27,11,"Michigan"
2020-04-28,0,"Michigan"
2020-04-29,15,"Michigan"
2020-04-30,7,"Michigan"
2020-05-01,18,"Michigan"
2020-05-02,15,"Michigan"
2020-05-03,12,"Michigan"
2020-05-04,8,"Michigan"
2020-05-05,15,"Michigan"
2020-05-06,12,"Michigan"
2020-05-07,10,"Michigan"
2020-05-08,17,"Michigan"
2020-05-09,7,"Michigan"
2020-05-10,5,"Michigan"
2020-05-11,12,"Michigan"
2020-05-12,20,"Michigan"
2020-05-13,10,"Michigan"
2020-05-14,16,"Michigan"
2020-05-15,15,"Michigan"
2020-05-16,9,"Michigan"
2020-02-18,43,"Massachusetts"
2020-02-19,55,"Massachusetts"
2020-02-20,70,"Massachusetts"
2020-02-21,97,"Massachusetts"
2020-02-22,53,"Massachusetts"
2020-02-23,52,"Massachusetts"
2020-02-24,44,"Massachusetts"
2020-02-25,77,"Massachusetts"
2020-02-26,68,"Massachusetts"
2020-02-27,66,"Massachusetts"
2020-02-28,100,"Massachusetts"
2020-02-29,57,"Massachusetts"
2020-03-01,35,"Massachusetts"
2020-03-02,45,"Massachusetts"
2020-03-03,58,"Massachusetts"
2020-03-04,56,"Massachusetts"
2020-03-05,43,"Massachusetts"
2020-03-06,42,"Massachusetts"
2020-03-07,44,"Massachusetts"
2020-03-08,35,"Massachusetts"
2020-03-09,32,"Massachusetts"
2020-03-10,29,"Massachusetts"
2020-03-11,33,"Massachusetts"
2020-03-12,59,"Massachusetts"
2020-03-13,37,"Massachusetts"
2020-03-14,27,"Massachusetts"
2020-03-15,18,"Massachusetts"
2020-03-16,36,"Massachusetts"
2020-03-17,26,"Massachusetts"
2020-03-18,21,"Massachusetts"
2020-03-19,18,"Massachusetts"
2020-03-20,20,"Massachusetts"
2020-03-21,15,"Massachusetts"
2020-03-22,18,"Massachusetts"
2020-03-23,18,"Massachusetts"
2020-03-24,30,"Massachusetts"
2020-03-25,11,"Massachusetts"
2020-03-26,13,"Massachusetts"
2020-03-27,10,"Massachusetts"
2020-03-28,11,"Massachusetts"
2020-03-29,0,"Massachusetts"
2020-03-30,15,"Massachusetts"
2020-03-31,17,"Massachusetts"
2020-04-01,23,"Massachusetts"
2020-04-02,12,"Massachusetts"
2020-04-03,6,"Massachusetts"
2020-04-04,20,"Massachusetts"
2020-04-05,17,"Massachusetts"
2020-04-06,8,"Massachusetts"
2020-04-07,15,"Massachusetts"
2020-04-08,10,"Massachusetts"
2020-04-09,10,"Massachusetts"
2020-04-10,10,"Massachusetts"
2020-04-11,11,"Massachusetts"
2020-04-12,8,"Massachusetts"
2020-04-13,21,"Massachusetts"
2020-04-14,29,"Massachusetts"
2020-04-15,8,"Massachusetts"
2020-04-16,14,"Massachusetts"
2020-04-17,31,"Massachusetts"
2020-04-18,16,"Massachusetts"
2020-04-19,11,"Massachusetts"
2020-04-20,13,"Massachusetts"
2020-04-21,16,"Massachusetts"
2020-04-22,21,"Massachusetts"
2020-04-23,6,"Massachusetts"
2020-04-24,6,"Massachusetts"
2020-04-25,7,"Massachusetts"
2020-04-26,14,"Massachusetts"
2020-04-27,8,"Massachusetts"
2020-04-28,10,"Massachusetts"
2020-04-29,9,"Massachusetts"
2020-04-30,12,"Massachusetts"
2020-05-01,16,"Massachusetts"
2020-05-02,15,"Massachusetts"
2020-05-03,8,"Massachusetts"
2020-05-04,18,"Massachusetts"
2020-05-05,14,"Massachusetts"
2020-05-06,10,"Massachusetts"
2020-05-07,15,"Massachusetts"
2020-05-08,22,"Massachusetts"
2020-05-09,10,"Massachusetts"
2020-05-10,12,"Massachusetts"
2020-05-11,15,"Massachusetts"
2020-05-12,6,"Massachusetts"
2020-05-13,11,"Massachusetts"
2020-05-14,23,"Massachusetts"
2020-05-15,10,"Massachusetts"
2020-05-16,23,"Massachusetts"
2020-02-18,48,"Maryland"
2020-02-19,42,"Maryland"
2020-02-20,59,"Maryland"
2020-02-21,98,"Maryland"
2020-02-22,62,"Maryland"
2020-02-23,58,"Maryland"
2020-02-24,47,"Maryland"
2020-02-25,57,"Maryland"
2020-02-26,69,"Maryland"
2020-02-27,61,"Maryland"
2020-02-28,100,"Maryland"
2020-02-29,62,"Maryland"
2020-03-01,37,"Maryland"
2020-03-02,57,"Maryland"
2020-03-03,49,"Maryland"
2020-03-04,67,"Maryland"
2020-03-05,66,"Maryland"
2020-03-06,54,"Maryland"
2020-03-07,62,"Maryland"
2020-03-08,32,"Maryland"
2020-03-09,42,"Maryland"
2020-03-10,88,"Maryland"
2020-03-11,60,"Maryland"
2020-03-12,88,"Maryland"
2020-03-13,64,"Maryland"
2020-03-14,37,"Maryland"
2020-03-15,29,"Maryland"
2020-03-16,45,"Maryland"
2020-03-17,20,"Maryland"
2020-03-18,17,"Maryland"
2020-03-19,30,"Maryland"
2020-03-20,8,"Maryland"
2020-03-21,19,"Maryland"
2020-03-22,9,"Maryland"
2020-03-23,27,"Maryland"
2020-03-24,8,"Maryland"
2020-03-25,17,"Maryland"
2020-03-26,17,"Maryland"
2020-03-27,16,"Maryland"
2020-03-28,12,"Maryland"
2020-03-29,13,"Maryland"
2020-03-30,23,"Maryland"
2020-03-31,13,"Maryland"
2020-04-01,8,"Maryland"
2020-04-02,8,"Maryland"
2020-04-03,12,"Maryland"
2020-04-04,9,"Maryland"
2020-04-05,14,"Maryland"
2020-04-06,15,"Maryland"
2020-04-07,15,"Maryland"
2020-04-08,8,"Maryland"
2020-04-09,10,"Maryland"
2020-04-10,24,"Maryland"
2020-04-11,13,"Maryland"
2020-04-12,9,"Maryland"
2020-04-13,8,"Maryland"
2020-04-14,25,"Maryland"
2020-04-15,20,"Maryland"
2020-04-16,15,"Maryland"
2020-04-17,20,"Maryland"
2020-04-18,17,"Maryland"
2020-04-19,14,"Maryland"
2020-04-20,10,"Maryland"
2020-04-21,17,"Maryland"
2020-04-22,15,"Maryland"
2020-04-23,18,"Maryland"
2020-04-24,15,"Maryland"
2020-04-25,21,"Maryland"
2020-04-26,8,"Maryland"
2020-04-27,15,"Maryland"
2020-04-28,7,"Maryland"
2020-04-29,15,"Maryland"
2020-04-30,7,"Maryland"
2020-05-01,23,"Maryland"
2020-05-02,9,"Maryland"
2020-05-03,17,"Maryland"
2020-05-04,11,"Maryland"
2020-05-05,10,"Maryland"
2020-05-06,29,"Maryland"
2020-05-07,15,"Maryland"
2020-05-08,25,"Maryland"
2020-05-09,17,"Maryland"
2020-05-10,18,"Maryland"
2020-05-11,15,"Maryland"
2020-05-12,15,"Maryland"
2020-05-13,13,"Maryland"
2020-05-14,8,"Maryland"
2020-05-15,12,"Maryland"
2020-05-16,14,"Maryland"
2020-02-18,53,"Maine"
2020-02-19,28,"Maine"
2020-02-20,27,"Maine"
2020-02-21,84,"Maine"
2020-02-22,30,"Maine"
2020-02-23,29,"Maine"
2020-02-24,25,"Maine"
2020-02-25,25,"Maine"
2020-02-26,49,"Maine"
2020-02-27,39,"Maine"
2020-02-28,52,"Maine"
2020-02-29,78,"Maine"
2020-03-01,29,"Maine"
2020-03-02,24,"Maine"
2020-03-03,24,"Maine"
2020-03-04,35,"Maine"
2020-03-05,50,"Maine"
2020-03-06,52,"Maine"
2020-03-07,29,"Maine"
2020-03-08,28,"Maine"
2020-03-09,24,"Maine"
2020-03-10,50,"Maine"
2020-03-11,100,"Maine"
2020-03-12,39,"Maine"
2020-03-13,41,"Maine"
2020-03-14,29,"Maine"
2020-03-15,40,"Maine"
2020-03-16,48,"Maine"
2020-03-17,23,"Maine"
2020-03-18,0,"Maine"
2020-03-19,23,"Maine"
2020-03-20,0,"Maine"
2020-03-21,0,"Maine"
2020-03-22,0,"Maine"
2020-03-23,0,"Maine"
2020-03-24,45,"Maine"
2020-03-25,0,"Maine"
2020-03-26,0,"Maine"
2020-03-27,0,"Maine"
2020-03-28,26,"Maine"
2020-03-29,23,"Maine"
2020-03-30,0,"Maine"
2020-03-31,21,"Maine"
2020-04-01,21,"Maine"
2020-04-02,0,"Maine"
2020-04-03,21,"Maine"
2020-04-04,25,"Maine"
2020-04-05,25,"Maine"
2020-04-06,0,"Maine"
2020-04-07,22,"Maine"
2020-04-08,0,"Maine"
2020-04-09,21,"Maine"
2020-04-10,47,"Maine"
2020-04-11,0,"Maine"
2020-04-12,0,"Maine"
2020-04-13,21,"Maine"
2020-04-14,21,"Maine"
2020-04-15,20,"Maine"
2020-04-16,21,"Maine"
2020-04-17,22,"Maine"
2020-04-18,0,"Maine"
2020-04-19,0,"Maine"
2020-04-20,0,"Maine"
2020-04-21,22,"Maine"
2020-04-22,0,"Maine"
2020-04-23,0,"Maine"
2020-04-24,22,"Maine"
2020-04-25,0,"Maine"
2020-04-26,24,"Maine"
2020-04-27,0,"Maine"
2020-04-28,21,"Maine"
2020-04-29,22,"Maine"
2020-04-30,31,"Maine"
2020-05-01,31,"Maine"
2020-05-02,25,"Maine"
2020-05-03,26,"Maine"
2020-05-04,21,"Maine"
2020-05-05,20,"Maine"
2020-05-06,22,"Maine"
2020-05-07,0,"Maine"
2020-05-08,22,"Maine"
2020-05-09,0,"Maine"
2020-05-10,49,"Maine"
2020-05-11,22,"Maine"
2020-05-12,0,"Maine"
2020-05-13,22,"Maine"
2020-05-14,23,"Maine"
2020-05-15,0,"Maine"
2020-05-16,0,"Maine"
2020-02-18,17,"Louisiana"
2020-02-19,23,"Louisiana"
2020-02-20,57,"Louisiana"
2020-02-21,24,"Louisiana"
2020-02-22,51,"Louisiana"
2020-02-23,22,"Louisiana"
2020-02-24,25,"Louisiana"
2020-02-25,26,"Louisiana"
2020-02-26,65,"Louisiana"
2020-02-27,100,"Louisiana"
2020-02-28,85,"Louisiana"
2020-02-29,55,"Louisiana"
2020-03-01,34,"Louisiana"
2020-03-02,68,"Louisiana"
2020-03-03,50,"Louisiana"
2020-03-04,55,"Louisiana"
2020-03-05,91,"Louisiana"
2020-03-06,88,"Louisiana"
2020-03-07,91,"Louisiana"
2020-03-08,90,"Louisiana"
2020-03-09,66,"Louisiana"
2020-03-10,72,"Louisiana"
2020-03-11,28,"Louisiana"
2020-03-12,72,"Louisiana"
2020-03-13,23,"Louisiana"
2020-03-14,77,"Louisiana"
2020-03-15,34,"Louisiana"
2020-03-16,12,"Louisiana"
2020-03-17,23,"Louisiana"
2020-03-18,34,"Louisiana"
2020-03-19,17,"Louisiana"
2020-03-20,11,"Louisiana"
2020-03-21,19,"Louisiana"
2020-03-22,0,"Louisiana"
2020-03-23,33,"Louisiana"
2020-03-24,12,"Louisiana"
2020-03-25,12,"Louisiana"
2020-03-26,0,"Louisiana"
2020-03-27,23,"Louisiana"
2020-03-28,0,"Louisiana"
2020-03-29,39,"Louisiana"
2020-03-30,11,"Louisiana"
2020-03-31,16,"Louisiana"
2020-04-01,11,"Louisiana"
2020-04-02,11,"Louisiana"
2020-04-03,11,"Louisiana"
2020-04-04,0,"Louisiana"
2020-04-05,0,"Louisiana"
2020-04-06,0,"Louisiana"
2020-04-07,11,"Louisiana"
2020-04-08,11,"Louisiana"
2020-04-09,11,"Louisiana"
2020-04-10,0,"Louisiana"
2020-04-11,13,"Louisiana"
2020-04-12,25,"Louisiana"
2020-04-13,0,"Louisiana"
2020-04-14,0,"Louisiana"
2020-04-15,21,"Louisiana"
2020-04-16,0,"Louisiana"
2020-04-17,17,"Louisiana"
2020-04-18,0,"Louisiana"
2020-04-19,18,"Louisiana"
2020-04-20,11,"Louisiana"
2020-04-21,11,"Louisiana"
2020-04-22,11,"Louisiana"
2020-04-23,10,"Louisiana"
2020-04-24,0,"Louisiana"
2020-04-25,12,"Louisiana"
2020-04-26,25,"Louisiana"
2020-04-27,11,"Louisiana"
2020-04-28,0,"Louisiana"
2020-04-29,21,"Louisiana"
2020-04-30,31,"Louisiana"
2020-05-01,11,"Louisiana"
2020-05-02,38,"Louisiana"
2020-05-03,13,"Louisiana"
2020-05-04,16,"Louisiana"
2020-05-05,10,"Louisiana"
2020-05-06,16,"Louisiana"
2020-05-07,33,"Louisiana"
2020-05-08,22,"Louisiana"
2020-05-09,0,"Louisiana"
2020-05-10,14,"Louisiana"
2020-05-11,22,"Louisiana"
2020-05-12,17,"Louisiana"
2020-05-13,0,"Louisiana"
2020-05-14,10,"Louisiana"
2020-05-15,11,"Louisiana"
2020-05-16,0,"Louisiana"
2020-02-18,38,"Kentucky"
2020-02-19,51,"Kentucky"
2020-02-20,68,"Kentucky"
2020-02-21,99,"Kentucky"
2020-02-22,61,"Kentucky"
2020-02-23,67,"Kentucky"
2020-02-24,92,"Kentucky"
2020-02-25,74,"Kentucky"
2020-02-26,93,"Kentucky"
2020-02-27,56,"Kentucky"
2020-02-28,100,"Kentucky"
2020-02-29,73,"Kentucky"
2020-03-01,65,"Kentucky"
2020-03-02,47,"Kentucky"
2020-03-03,54,"Kentucky"
2020-03-04,39,"Kentucky"
2020-03-05,26,"Kentucky"
2020-03-06,68,"Kentucky"
2020-03-07,79,"Kentucky"
2020-03-08,41,"Kentucky"
2020-03-09,34,"Kentucky"
2020-03-10,85,"Kentucky"
2020-03-11,96,"Kentucky"
2020-03-12,97,"Kentucky"
2020-03-13,75,"Kentucky"
2020-03-14,53,"Kentucky"
2020-03-15,52,"Kentucky"
2020-03-16,50,"Kentucky"
2020-03-17,50,"Kentucky"
2020-03-18,17,"Kentucky"
2020-03-19,22,"Kentucky"
2020-03-20,24,"Kentucky"
2020-03-21,0,"Kentucky"
2020-03-22,27,"Kentucky"
2020-03-23,16,"Kentucky"
2020-03-24,48,"Kentucky"
2020-03-25,28,"Kentucky"
2020-03-26,0,"Kentucky"
2020-03-27,32,"Kentucky"
2020-03-28,25,"Kentucky"
2020-03-29,18,"Kentucky"
2020-03-30,50,"Kentucky"
2020-03-31,16,"Kentucky"
2020-04-01,25,"Kentucky"
2020-04-02,25,"Kentucky"
2020-04-03,17,"Kentucky"
2020-04-04,38,"Kentucky"
2020-04-05,0,"Kentucky"
2020-04-06,0,"Kentucky"
2020-04-07,17,"Kentucky"
2020-04-08,0,"Kentucky"
2020-04-09,0,"Kentucky"
2020-04-10,0,"Kentucky"
2020-04-11,19,"Kentucky"
2020-04-12,18,"Kentucky"
2020-04-13,15,"Kentucky"
2020-04-14,20,"Kentucky"
2020-04-15,44,"Kentucky"
2020-04-16,15,"Kentucky"
2020-04-17,23,"Kentucky"
2020-04-18,0,"Kentucky"
2020-04-19,34,"Kentucky"
2020-04-20,23,"Kentucky"
2020-04-21,16,"Kentucky"
2020-04-22,43,"Kentucky"
2020-04-23,15,"Kentucky"
2020-04-24,31,"Kentucky"
2020-04-25,33,"Kentucky"
2020-04-26,17,"Kentucky"
2020-04-27,32,"Kentucky"
2020-04-28,21,"Kentucky"
2020-04-29,0,"Kentucky"
2020-04-30,15,"Kentucky"
2020-05-01,40,"Kentucky"
2020-05-02,31,"Kentucky"
2020-05-03,18,"Kentucky"
2020-05-04,32,"Kentucky"
2020-05-05,19,"Kentucky"
2020-05-06,15,"Kentucky"
2020-05-07,65,"Kentucky"
2020-05-08,32,"Kentucky"
2020-05-09,18,"Kentucky"
2020-05-10,0,"Kentucky"
2020-05-11,16,"Kentucky"
2020-05-12,0,"Kentucky"
2020-05-13,24,"Kentucky"
2020-05-14,16,"Kentucky"
2020-05-15,33,"Kentucky"
2020-05-16,18,"Kentucky"
2020-02-18,66,"Kansas"
2020-02-19,67,"Kansas"
2020-02-20,100,"Kansas"
2020-02-21,34,"Kansas"
2020-02-22,83,"Kansas"
2020-02-23,40,"Kansas"
2020-02-24,65,"Kansas"
2020-02-25,65,"Kansas"
2020-02-26,32,"Kansas"
2020-02-27,66,"Kansas"
2020-02-28,34,"Kansas"
2020-02-29,84,"Kansas"
2020-03-01,42,"Kansas"
2020-03-02,49,"Kansas"
2020-03-03,97,"Kansas"
2020-03-04,98,"Kansas"
2020-03-05,67,"Kansas"
2020-03-06,70,"Kansas"
2020-03-07,42,"Kansas"
2020-03-08,0,"Kansas"
2020-03-09,0,"Kansas"
2020-03-10,58,"Kansas"
2020-03-11,69,"Kansas"
2020-03-12,100,"Kansas"
2020-03-13,71,"Kansas"
2020-03-14,41,"Kansas"
2020-03-15,0,"Kansas"
2020-03-16,35,"Kansas"
2020-03-17,52,"Kansas"
2020-03-18,53,"Kansas"
2020-03-19,35,"Kansas"
2020-03-20,0,"Kansas"
2020-03-21,0,"Kansas"
2020-03-22,0,"Kansas"
2020-03-23,31,"Kansas"
2020-03-24,0,"Kansas"
2020-03-25,34,"Kansas"
2020-03-26,52,"Kansas"
2020-03-27,32,"Kansas"
2020-03-28,0,"Kansas"
2020-03-29,0,"Kansas"
2020-03-30,0,"Kansas"
2020-03-31,0,"Kansas"
2020-04-01,32,"Kansas"
2020-04-02,0,"Kansas"
2020-04-03,0,"Kansas"
2020-04-04,36,"Kansas"
2020-04-05,0,"Kansas"
2020-04-06,0,"Kansas"
2020-04-07,0,"Kansas"
2020-04-08,32,"Kansas"
2020-04-09,32,"Kansas"
2020-04-10,33,"Kansas"
2020-04-11,37,"Kansas"
2020-04-12,35,"Kansas"
2020-04-13,0,"Kansas"
2020-04-14,0,"Kansas"
2020-04-15,0,"Kansas"
2020-04-16,29,"Kansas"
2020-04-17,30,"Kansas"
2020-04-18,0,"Kansas"
2020-04-19,0,"Kansas"
2020-04-20,31,"Kansas"
2020-04-21,47,"Kansas"
2020-04-22,30,"Kansas"
2020-04-23,0,"Kansas"
2020-04-24,30,"Kansas"
2020-04-25,35,"Kansas"
2020-04-26,37,"Kansas"
2020-04-27,0,"Kansas"
2020-04-28,60,"Kansas"
2020-04-29,31,"Kansas"
2020-04-30,29,"Kansas"
2020-05-01,32,"Kansas"
2020-05-02,0,"Kansas"
2020-05-03,37,"Kansas"
2020-05-04,30,"Kansas"
2020-05-05,0,"Kansas"
2020-05-06,32,"Kansas"
2020-05-07,31,"Kansas"
2020-05-08,64,"Kansas"
2020-05-09,58,"Kansas"
2020-05-10,39,"Kansas"
2020-05-11,63,"Kansas"
2020-05-12,31,"Kansas"
2020-05-13,30,"Kansas"
2020-05-14,31,"Kansas"
2020-05-15,0,"Kansas"
2020-05-16,36,"Kansas"
2020-02-18,60,"Iowa"
2020-02-19,25,"Iowa"
2020-02-20,34,"Iowa"
2020-02-21,69,"Iowa"
2020-02-22,93,"Iowa"
2020-02-23,30,"Iowa"
2020-02-24,50,"Iowa"
2020-02-25,41,"Iowa"
2020-02-26,40,"Iowa"
2020-02-27,100,"Iowa"
2020-02-28,68,"Iowa"
2020-02-29,92,"Iowa"
2020-03-01,76,"Iowa"
2020-03-02,49,"Iowa"
2020-03-03,49,"Iowa"
2020-03-04,49,"Iowa"
2020-03-05,58,"Iowa"
2020-03-06,34,"Iowa"
2020-03-07,63,"Iowa"
2020-03-08,91,"Iowa"
2020-03-09,24,"Iowa"
2020-03-10,58,"Iowa"
2020-03-11,99,"Iowa"
2020-03-12,80,"Iowa"
2020-03-13,90,"Iowa"
2020-03-14,62,"Iowa"
2020-03-15,91,"Iowa"
2020-03-16,66,"Iowa"
2020-03-17,27,"Iowa"
2020-03-18,27,"Iowa"
2020-03-19,0,"Iowa"
2020-03-20,38,"Iowa"
2020-03-21,0,"Iowa"
2020-03-22,27,"Iowa"
2020-03-23,24,"Iowa"
2020-03-24,38,"Iowa"
2020-03-25,49,"Iowa"
2020-03-26,0,"Iowa"
2020-03-27,46,"Iowa"
2020-03-28,26,"Iowa"
2020-03-29,26,"Iowa"
2020-03-30,0,"Iowa"
2020-03-31,26,"Iowa"
2020-04-01,0,"Iowa"
2020-04-02,0,"Iowa"
2020-04-03,0,"Iowa"
2020-04-04,0,"Iowa"
2020-04-05,29,"Iowa"
2020-04-06,24,"Iowa"
2020-04-07,0,"Iowa"
2020-04-08,0,"Iowa"
2020-04-09,25,"Iowa"
2020-04-10,26,"Iowa"
2020-04-11,0,"Iowa"
2020-04-12,0,"Iowa"
2020-04-13,24,"Iowa"
2020-04-14,24,"Iowa"
2020-04-15,23,"Iowa"
2020-04-16,0,"Iowa"
2020-04-17,23,"Iowa"
2020-04-18,0,"Iowa"
2020-04-19,0,"Iowa"
2020-04-20,23,"Iowa"
2020-04-21,47,"Iowa"
2020-04-22,23,"Iowa"
2020-04-23,23,"Iowa"
2020-04-24,22,"Iowa"
2020-04-25,0,"Iowa"
2020-04-26,0,"Iowa"
2020-04-27,34,"Iowa"
2020-04-28,23,"Iowa"
2020-04-29,22,"Iowa"
2020-04-30,0,"Iowa"
2020-05-01,37,"Iowa"
2020-05-02,27,"Iowa"
2020-05-03,0,"Iowa"
2020-05-04,23,"Iowa"
2020-05-05,21,"Iowa"
2020-05-06,0,"Iowa"
2020-05-07,47,"Iowa"
2020-05-08,47,"Iowa"
2020-05-09,0,"Iowa"
2020-05-10,0,"Iowa"
2020-05-11,47,"Iowa"
2020-05-12,24,"Iowa"
2020-05-13,0,"Iowa"
2020-05-14,23,"Iowa"
2020-05-15,0,"Iowa"
2020-05-16,27,"Iowa"
2020-02-18,22,"Indiana"
2020-02-19,55,"Indiana"
2020-02-20,52,"Indiana"
2020-02-21,50,"Indiana"
2020-02-22,42,"Indiana"
2020-02-23,27,"Indiana"
2020-02-24,35,"Indiana"
2020-02-25,54,"Indiana"
2020-02-26,58,"Indiana"
2020-02-27,57,"Indiana"
2020-02-28,100,"Indiana"
2020-02-29,53,"Indiana"
2020-03-01,34,"Indiana"
2020-03-02,25,"Indiana"
2020-03-03,25,"Indiana"
2020-03-04,19,"Indiana"
2020-03-05,26,"Indiana"
2020-03-06,78,"Indiana"
2020-03-07,42,"Indiana"
2020-03-08,23,"Indiana"
2020-03-09,41,"Indiana"
2020-03-10,26,"Indiana"
2020-03-11,42,"Indiana"
2020-03-12,40,"Indiana"
2020-03-13,69,"Indiana"
2020-03-14,34,"Indiana"
2020-03-15,23,"Indiana"
2020-03-16,26,"Indiana"
2020-03-17,23,"Indiana"
2020-03-18,6,"Indiana"
2020-03-19,13,"Indiana"
2020-03-20,6,"Indiana"
2020-03-21,28,"Indiana"
2020-03-22,7,"Indiana"
2020-03-23,6,"Indiana"
2020-03-24,10,"Indiana"
2020-03-25,10,"Indiana"
2020-03-26,20,"Indiana"
2020-03-27,12,"Indiana"
2020-03-28,21,"Indiana"
2020-03-29,7,"Indiana"
2020-03-30,16,"Indiana"
2020-03-31,6,"Indiana"
2020-04-01,0,"Indiana"
2020-04-02,32,"Indiana"
2020-04-03,13,"Indiana"
2020-04-04,7,"Indiana"
2020-04-05,21,"Indiana"
2020-04-06,6,"Indiana"
2020-04-07,6,"Indiana"
2020-04-08,13,"Indiana"
2020-04-09,6,"Indiana"
2020-04-10,13,"Indiana"
2020-04-11,7,"Indiana"
2020-04-12,10,"Indiana"
2020-04-13,15,"Indiana"
2020-04-14,23,"Indiana"
2020-04-15,22,"Indiana"
2020-04-16,17,"Indiana"
2020-04-17,11,"Indiana"
2020-04-18,10,"Indiana"
2020-04-19,13,"Indiana"
2020-04-20,9,"Indiana"
2020-04-21,9,"Indiana"
2020-04-22,12,"Indiana"
2020-04-23,6,"Indiana"
2020-04-24,6,"Indiana"
2020-04-25,13,"Indiana"
2020-04-26,13,"Indiana"
2020-04-27,12,"Indiana"
2020-04-28,6,"Indiana"
2020-04-29,11,"Indiana"
2020-04-30,6,"Indiana"
2020-05-01,12,"Indiana"
2020-05-02,14,"Indiana"
2020-05-03,7,"Indiana"
2020-05-04,6,"Indiana"
2020-05-05,16,"Indiana"
2020-05-06,18,"Indiana"
2020-05-07,0,"Indiana"
2020-05-08,15,"Indiana"
2020-05-09,7,"Indiana"
2020-05-10,14,"Indiana"
2020-05-11,12,"Indiana"
2020-05-12,19,"Indiana"
2020-05-13,25,"Indiana"
2020-05-14,6,"Indiana"
2020-05-15,6,"Indiana"
2020-05-16,7,"Indiana"
2020-02-18,37,"Illinois"
2020-02-19,45,"Illinois"
2020-02-20,55,"Illinois"
2020-02-21,54,"Illinois"
2020-02-22,43,"Illinois"
2020-02-23,30,"Illinois"
2020-02-24,40,"Illinois"
2020-02-25,59,"Illinois"
2020-02-26,51,"Illinois"
2020-02-27,64,"Illinois"
2020-02-28,100,"Illinois"
2020-02-29,72,"Illinois"
2020-03-01,32,"Illinois"
2020-03-02,43,"Illinois"
2020-03-03,28,"Illinois"
2020-03-04,31,"Illinois"
2020-03-05,36,"Illinois"
2020-03-06,53,"Illinois"
2020-03-07,31,"Illinois"
2020-03-08,32,"Illinois"
2020-03-09,41,"Illinois"
2020-03-10,58,"Illinois"
2020-03-11,35,"Illinois"
2020-03-12,49,"Illinois"
2020-03-13,57,"Illinois"
2020-03-14,18,"Illinois"
2020-03-15,15,"Illinois"
2020-03-16,23,"Illinois"
2020-03-17,19,"Illinois"
2020-03-18,9,"Illinois"
2020-03-19,11,"Illinois"
2020-03-20,7,"Illinois"
2020-03-21,8,"Illinois"
2020-03-22,10,"Illinois"
2020-03-23,15,"Illinois"
2020-03-24,6,"Illinois"
2020-03-25,7,"Illinois"
2020-03-26,10,"Illinois"
2020-03-27,13,"Illinois"
2020-03-28,8,"Illinois"
2020-03-29,5,"Illinois"
2020-03-30,9,"Illinois"
2020-03-31,10,"Illinois"
2020-04-01,7,"Illinois"
2020-04-02,5,"Illinois"
2020-04-03,9,"Illinois"
2020-04-04,13,"Illinois"
2020-04-05,10,"Illinois"
2020-04-06,7,"Illinois"
2020-04-07,7,"Illinois"
2020-04-08,9,"Illinois"
2020-04-09,4,"Illinois"
2020-04-10,8,"Illinois"
2020-04-11,5,"Illinois"
2020-04-12,5,"Illinois"
2020-04-13,9,"Illinois"
2020-04-14,14,"Illinois"
2020-04-15,20,"Illinois"
2020-04-16,13,"Illinois"
2020-04-17,7,"Illinois"
2020-04-18,9,"Illinois"
2020-04-19,7,"Illinois"
2020-04-20,10,"Illinois"
2020-04-21,5,"Illinois"
2020-04-22,14,"Illinois"
2020-04-23,9,"Illinois"
2020-04-24,11,"Illinois"
2020-04-25,9,"Illinois"
2020-04-26,5,"Illinois"
2020-04-27,10,"Illinois"
2020-04-28,8,"Illinois"
2020-04-29,5,"Illinois"
2020-04-30,7,"Illinois"
2020-05-01,17,"Illinois"
2020-05-02,10,"Illinois"
2020-05-03,3,"Illinois"
2020-05-04,10,"Illinois"
2020-05-05,10,"Illinois"
2020-05-06,6,"Illinois"
2020-05-07,9,"Illinois"
2020-05-08,10,"Illinois"
2020-05-09,4,"Illinois"
2020-05-10,4,"Illinois"
2020-05-11,7,"Illinois"
2020-05-12,6,"Illinois"
2020-05-13,10,"Illinois"
2020-05-14,10,"Illinois"
2020-05-15,10,"Illinois"
2020-05-16,8,"Illinois"
